brand,model,characteristics,price,alink
DS,Ds 3,Essence/45 900 km/2019/Automatique,16 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-puretech-110ch-so-chic-automatique-94000-creteil-98459
DS,Ds 3 crossback,Electrique/85 900 km/2020/Automatique,24 873 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-crossback-e-tense-performance-line-51100-reims-256769
DS,Ds 4 crossback,Essence/115 093 km/2017/Manuelle,14 499 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-4-crossback-puretech-130-sport-chic-s-s-60740-saint-maximin-1016875
DS,Ds 3 crossback,Essence/10 km/2022/Automatique,30 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-bastille-automatique-37400-amboise-33593
DS,Ds 7 crossback,Diesel/35 600 km/2021/Automatique,38 842 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-grand-chic-automatique-139g-51100-reims-256722
DS,Ds 3 crossback,Essence/26 457 km/2020/Automatique,25 799 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-performance-line-automatique-86000-poitiers-3209022
DS,Ds 3 crossback,Diesel/72 900 km/2019/Automatique,24 439 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-grand-chic-automatique-51100-reims-256505
DS,Ds 7 crossback,Hybride R/14 445 km/2021/Automatique,43 499 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-225ch-business-86000-poitiers-52
DS,Ds 7 crossback,Diesel/8 609 km/2022/Automatique,39 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-rivoli-automatique-86000-poitiers-3207301
DS,Ds 3 crossback,Essence/34 500 km/2021/Automatique,29 857 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-7cv-51100-reims-256438
DS,Ds 3 crossback,Electrique/61 400 km/2020/Automatique,28 843 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-crossback-e-tense-performance-line-51100-reims-256658
DS,Ds 4,Essence/29 500 km/2021/Automatique,39 899 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-puretech-225ch-cross-rivoli-automatique-86000-poitiers-3207303
DS,Ds 7 crossback,Diesel/9 280 km/2022/Automatique,41 472 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-grand-chic-automatique-139g-08000-charleville-mezieres-220937
DS,Ds 3 crossback,Diesel/10 km/2022/Automatique,31 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-bastille-automatique-79000-niort-3210026
DS,Ds 3 crossback,Essence/10 km/2022/Automatique,30 699 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-bastille-automatique-26000-valence-41090
DS,Ds 7 crossback,Diesel/62 000 km/2019/Automatique,34 990 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-128g-34500-beziers-74046
DS,Ds 3 crossback,Essence/25 861 km/2019/Automatique,24 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-155ch-so-chic-automatique-115g-86000-poitiers-3212006
DS,Ds 7 crossback,Diesel/1 900 km/2022/Automatique,43 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-rivoli-automatique-51100-reims-256058
DS,Ds 3,Essence/56 073 km/2018/Automatique,16 899 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-puretech-110ch-sport-chic-s-s-eat6-13300-salon-de-provence-34876
DS,Ds 7 crossback,Hybride R/26 730 km/2021/Automatique,47 922 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-225ch-performance-line-08000-charleville-mezieres-221205
DS,Ds 3 crossback,Electrique/39 500 km/2020/Automatique,28 472 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-crossback-e-tense-performance-line-51370-thillois-400062
DS,Ds 7 crossback,Hybride R/8 124 km/2021/Automatique,59 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-01007-bourg-en-bresse-dsbb000012
DS,Ds 4,Diesel/112 539 km/2017/Manuelle,11 978 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-4-bluehdi-120ch-so-chic-s-s-38000-grenoble-109141
DS,Ds 3 crossback,Essence/10 km/2022/Automatique,26 979 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-montmartre-automatique-38170-seyssinet-pariset-320150
DS,Ds 3,Essence/58 817 km/2017/Manuelle,13 690 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-puretech-82ch-so-chic-62219-longuenesse-221285
DS,Ds 7 crossback,Diesel/122 092 km/2019/Automatique,27 980 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-38170-seyssinet-pariset-320141
DS,Ds 3,Essence/45 138 km/2018/Manuelle,13 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-puretech-82ch-connected-chic-63000-clermont-ferrand-131854
DS,Ds 3 crossback,Diesel/78 487 km/2020/Automatique,23 999 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-performance-line-automatique-86000-poitiers-210176
DS,Ds 7 crossback,Diesel/98 317 km/2018/Automatique,27 499 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-128g-44400-reze-105222
DS,Ds 3 crossback,Electrique/14 500 km/2021/Automatique,33 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-grand-chic-4cv-71100-chalon-sur-saone-607199
DS,Ds 7 crossback,Diesel/13 200 km/2021/Automatique,37 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-rivoli-automatique-38170-seyssinet-pariset-320012
DS,Ds 7 crossback,Diesel/46 688 km/2018/Automatique,30 499 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-performance-line-automatique-128g-03110-charmeil-41619
DS,Ds 7 crossback,Diesel/25 000 km/2021/Automatique,44 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-86000-poitiers-gb439my
DS,Ds 3,Essence/79 026 km/2017/Manuelle,13 990 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-puretech-82ch-connected-chic-84000-avignon-56853
DS,Ds 7 crossback,Hybride R/16 055 km/2021/Automatique,49 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-63000-clermont-ferrand-131828
DS,Ds 7 crossback,Hybride R/17 323 km/2021/Automatique,46 799 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-225ch-rivoli-79000-niort-3208017
DS,Ds 7 crossback,Diesel/35 058 km/2021/Automatique,36 390 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-performance-line-automatique-63000-clermont-ferrand-131834
DS,Ds 3,Diesel/104 490 km/2016/Manuelle,9 999 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-bluehdi-100ch-so-chic-s-s-86100-chatellerault-46753
DS,Ds 3 crossback,Essence/25 700 km/2021/Automatique,29 485 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-7cv-51100-reims-256734
DS,Ds 7 crossback,Diesel/43 300 km/2020/Automatique,39 423 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-51100-reims-256539
DS,Ds 3 crossback,Essence/23 447 km/2019/Automatique,27 299 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-155ch-grand-chic-automatique-114g-79000-niort-3212065
DS,Ds 7 crossback,Diesel/21 497 km/2021/Automatique,39 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-63000-clermont-ferrand-131845
DS,Ds 7 crossback,Essence/56 957 km/2018/Automatique,32 190 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-puretech-225ch-performance-line-automatique-63000-clermont-ferrand-131832
DS,Ds,Diesel/62 447 km/2020/,18 980 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-4-bluehdi-180ch-sport-chic-s-s-eat6-73209-albertville-155216
DS,Ds 7 crossback,Essence/39 858 km/2020/Automatique,32 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-puretech-180ch-performance-line-automatique-10cv-62232-fouquieres-les-bethune-220810
DS,Ds 7 crossback,Diesel/112 530 km/2018/Automatique,26 480 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-performance-line-automatique-128g-01000-bourg-en-bresse-123258
DS,Ds 7 crossback,Hybride R/58 312 km/2020/Automatique,40 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-86000-poitiers-221113
DS,Ds 3 crossback,Essence/24 935 km/2021/Automatique,27 996 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-performance-line-automatique-7cv-60740-saint-maximin-1016375
DS,Ds 7 crossback,Hybride R/12 045 km/2021/Automatique,59 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-71000-sance-319549
DS,Ds 7 crossback,Essence/11 410 km/2020/Automatique,32 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-puretech-130ch-performance-line-automatique-59640-dunkerque-320718
DS,Ds 3 crossback,Diesel/1 000 km/2022/Automatique,36 590 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-rivoli-automatique-16430-champniers-117379
DS,Ds 3 crossback,Essence/6 000 km/2020/Manuelle,23 826 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-100ch-so-chic-51100-reims-256780
DS,Ds 7 crossback,Diesel/77 500 km/2018/Automatique,32 847 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-performance-line-automatique-128g-51100-reims-256479
DS,Ds 3 crossback,Essence/11 610 km/2021/Automatique,27 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-connected-chic-automatique-71103-chalon-sur-saone-607168
DS,Ds 3 crossback,Electrique/10 km/2022/Automatique,39 990 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-crossback-e-tense-performance-line-4cv-86000-poitiers-st38322378
DS,Ds 7 crossback,Diesel/81 865 km/2019/Automatique,31 990 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-128g-33260-la-teste-de-buch-91071
DS,Ds 7 crossback,Essence/84 190 km/2018/Automatique,26 980 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-puretech-180ch-business-automatique-38170-seyssinet-pariset-320143
DS,Ds 3 crossback,Essence/26 884 km/2019/Automatique,26 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-109g-51100-reims-43402
DS,Ds 3 crossback,Essence/38 507 km/2019/Automatique,24 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-performance-line-automatique-59640-dunkerque-600415
DS,Ds 3 crossback,Electrique/1 000 km/2022/Automatique,39 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-performance-line-16430-champniers-nw120198
DS,Ds 3,Diesel/103 148 km/2016/Manuelle,12 299 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-bluehdi-100ch-so-chic-s-s-44400-reze-106010
DS,Ds 3 crossback,Essence/37 431 km/2019/Automatique,26 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-84000-avignon-56862
DS,Ds 3 crossback,Essence/1 000 km/2021/Automatique,32 999 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-crossback-puretech-155ch-grand-chic-automatique-114g-79000-niort-st35168575
DS,Ds 4,Diesel/90 258 km/2017/Manuelle,16 480 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-4-bluehdi-120ch-so-chic-s-s-59494-petite-foret-f216501
DS,Ds 3 crossback,Electrique/38 853 km/2020/Automatique,27 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-so-chic-71100-chalon-sur-saone-607674
DS,Ds 7 crossback,Diesel/43 046 km/2021/Automatique,39 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-rivoli-automatique-73000-chambery-400063
DS,Ds 4 crossback,Diesel/75 797 km/2018/Automatique,18 900 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-4-crossback-bluehdi-180-sport-chic-s-s-eat6-13200-arles-2191881
DS,Ds 4,Hybride/12 085 km/2021/Automatique,47 699 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-e-tense-225ch-performance-line-79000-niort-3210014
DS,Ds 3 crossback,Diesel/21 510 km/2020/Manuelle,23 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-100ch-business-26000-valence-435398
DS,Ds 3 crossback,Diesel/5 177 km/2021/Manuelle,26 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-110ch-performance-line-26100-romans-sur-isere-59291
DS,Ds 3 crossback,Essence/27 621 km/2019/Automatique,28 390 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-155ch-la-premiere-automatique-119g-07430-davezieux-13573
DS,Ds 3 crossback,Electrique/13 909 km/2021/Automatique,35 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-grand-chic-4cv-71100-chalon-sur-saone-607371
DS,Ds 3 cabrio,Essence/44 252 km/2016/Manuelle,16 480 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-cabrio-thp-165ch-so-irresistible-s-s-70000-vesoul-022453
DS,Ds 7 crossback,Diesel/37 500 km/2021/Automatique,34 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-grand-chic-automatique-139g-63200-riom-50897
DS,Ds 7 crossback,Diesel/85 608 km/2019/Manuelle,25 980 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-performance-line-71000-sance-319965
DS,Ds 3 crossback,Essence/24 443 km/2022/Manuelle,26 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-100ch-bastille-79000-niort-3212043
DS,Ds 7 crossback,Diesel/88 659 km/2018/Automatique,29 499 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-128g-86000-poitiers-3210011
DS,Ds 3 crossback,Diesel/26 022 km/2021/Automatique,27 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-performance-line-automatique-126g-86000-poitiers-3207052
DS,Ds 7 crossback,Hybride R/41 539 km/2020/Automatique,39 990 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-13127-vitrolles-28272
DS,Ds 3 crossback,Essence/6 770 km/2021/Automatique,28 990 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-crossback-puretech-130ch-connected-chic-automatique-38300-ruy-montceau-002261
DS,Ds 3 crossback,Diesel/8 212 km/2020/Manuelle,25 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-100ch-grand-chic-97g-59223-roncq-306995
DS,Ds 7 crossback,Essence/41 866 km/2021/Automatique,39 700 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-puretech-180ch-grand-chic-automatique-10cv-73000-chambery-400044
DS,Ds 3 crossback,Electrique/14 725 km/2020/Automatique,28 299 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-so-chic-4cv-79000-niort-3211061
DS,Ds 3 crossback,Essence/50 126 km/2019/Automatique,24 299 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-64121-serres-castet-6897
DS,Ds 3 crossback,Essence/500 km/2022/Automatique,35 990 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-crossback-puretech-155ch-rivoli-automatique-86000-poitiers-st38294631
DS,Ds 3 crossback,Diesel/40 590 km/2020/Manuelle,25 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-100ch-performance-line-51100-reims-43357
DS,Ds 7 crossback,Diesel/20 000 km/2021/Automatique,44 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-77100-nanteuil-les-meaux-m034776
DS,Ds 7 crossback,Diesel/28 456 km/2021/Automatique,33 982 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-performance-line-automatique-139g-08000-charleville-mezieres-230042
DS,Ds 5,Diesel/96 167 km/2018/Automatique,16 899 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-5-bluehdi-120ch-so-chic-s-s-eat6-16430-champniers-3209003
DS,Ds 3 crossback,Diesel/14 568 km/2021/Automatique,32 490 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-grand-chic-automatique-126g-34500-beziers-73918
DS,Ds 3 crossback,Diesel/14 900 km/2022/Automatique,32 790 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-performance-line-automatique-126g-16430-champniers-mw061315
DS,Ds 9,Hybride/29 000 km/2021/Automatique,51 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-9-hybrid-e-tense-225ch-rivoli-86000-poitiers-gb563yd
DS,Ds 7 crossback,Diesel/44 481 km/2021/Automatique,35 499 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-performance-line-automatique-139g-79000-niort-3211028
DS,Ds 3 crossback,Essence/47 815 km/2019/Manuelle,21 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-100ch-performance-line-08000-charleville-mezieres-230153
DS,Ds 7 crossback,Hybride R/4 987 km/2021/Automatique,59 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-79000-niort-st35869686
DS,Ds 3,Essence/50 596 km/2018/Manuelle,16 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-puretech-110ch-dark-side-s-s-60740-saint-maximin-1016756
DS,Ds 7 crossback,Diesel/31 604 km/2019/Automatique,34 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-drive-efficiency-performance-line-automatique-100g-79000-niort-3212037
DS,Ds 3,Essence/87 200 km/2016/Manuelle,12 872 €,https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-puretech-110ch-performance-line-s-s-51370-thillois-400025
DS,Ds 4,Essence/3 435 km/2021/Automatique,47 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-puretech-225ch-performance-line-automatique-01007-bourg-en-bresse-dsbb000010
DS,Ds 3 crossback,Diesel/23 850 km/2020/Manuelle,22 999 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-crossback-bluehdi-100ch-so-chic-86000-poitiers-3210084
DS,Ds 3 crossback,Essence/31 731 km/2020/Automatique,26 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-performance-line-automatique-51100-reims-43012
DS,Ds 7 crossback,Hybride R/1 200 km/2021/Automatique,52 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-51100-reims-255429
DS,Ds 7 crossback,Hybride R/25 836 km/2020/Automatique,43 799 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-86000-poitiers-3206304
DS,Ds 3 crossback,Electrique/25 955 km/2022/Automatique,32 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-performance-line-86000-poitiers-21051
DS,Ds 3 crossback,Electrique/1 682 km/2022/Automatique,41 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-performance-line-79000-niort-3212013
DS,Ds 7 crossback,Diesel/31 896 km/2021/Automatique,34 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-performance-line-automatique-73000-chambery-400019
DS,Ds 3 crossback,Electrique/9 999 km/2021/Automatique,32 499 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-so-chic-4cv-86000-poitiers-21037
DS,Ds 4,Essence/5 900 km/2022/Automatique,44 493 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-puretech-225ch-performance-line-automatique-51530-dizy-304059
DS,Ds 7,Hybride R/2 500 km/2022/Automatique,59 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-e-tense-225ch-rivoli-79000-niort-st38028094
DS,Ds 3 crossback,Essence/32 200 km/2021/Automatique,28 869 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-so-chic-automatique-7cv-51100-reims-256647
DS,Ds 3 crossback,Electrique/12 000 km/2021/Automatique,27 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-e-tense-performance-line-4cv-38170-seyssinet-pariset-310094
DS,Ds 7 crossback,Diesel/43 422 km/2021/Automatique,35 299 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-performance-line-automatique-139g-79000-niort-3212005
DS,Ds 9,Hybride/30 745 km/2021/Automatique,47 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-9-hybrid-e-tense-250ch-rivoli-71100-chalon-sur-saone-606775
DS,Ds 7 crossback,Hybride R/42 263 km/2021/Automatique,43 889 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-225ch-performance-line-71103-chalon-sur-saone-607438
DS,Ds 3 crossback,Diesel/16 300 km/2021/Automatique,30 893 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-grand-chic-automatique-126g-51100-reims-256736
DS,Ds 3 crossback,Diesel/19 712 km/2021/Automatique,29 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-performance-line-automatique-126g-79000-niort-3212025
DS,Ds 3 crossback,Diesel/10 km/2022/Automatique,28 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-bastille-automatique-78240-chambourcy-120672
DS,Ds 3 crossback,Essence/50 170 km/2021/Manuelle,22 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-100ch-performance-line-73000-chambery-400050
DS,Ds 7 crossback,Diesel/74 957 km/2018/Automatique,30 999 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-79000-niort-44176
DS,Ds 7 crossback,Hybride/5 900 km/2021/Automatique,51 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-4x4-300ch-grand-chic-51100-reims-254450
DS,Ds 3 crossback,Essence/28 400 km/2019/Automatique,25 980 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-109g-71103-chalon-sur-saone-607316
DS,Ds 3 crossback,Diesel/22 072 km/2021/Automatique,29 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-so-chic-automatique-126g-86000-poitiers-21052
DS,Ds 3 crossback,Diesel/42 783 km/2019/Automatique,24 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-performance-line-automatique-100g-86000-poitiers-3211012
DS,Ds 3 crossback,Diesel/59 893 km/2020/Automatique,23 899 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-so-chic-automatique-7cv-16430-champniers-3209010
DS,Ds 7 crossback,Essence/13 000 km/2021/Automatique,47 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-puretech-225ch-grand-chic-automatique-13cv-73000-chambery-vd400326
DS,Ds 3 crossback,Diesel/52 002 km/2020/Automatique,26 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-performance-line-automatique-98g-86000-poitiers-210177
DS,Ds 4,Hybride/5 890 km/2021/Automatique,46 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-e-tense-225ch-rivoli-86000-poitiers-21086
DS,Ds 3 crossback,Essence/15 km/2021/Automatique,27 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-7cv-64300-orthez-2209686
DS,Ds 3 crossback,Essence/19 019 km/2020/Automatique,25 999 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-puretech-130ch-grand-chic-automatique-109g-64300-orthez-2208657
DS,Ds 7 crossback,Diesel/23 059 km/2021/Automatique,38 990 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-performance-line-automatique-62800-lievin-220416
DS,Ds 4,Essence/10 704 km/2022/Automatique,37 390 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-puretech-130ch-performance-line-automatique-60005-beauvais-2013504
DS,Ds 7 crossback,Diesel/83 764 km/2018/Automatique,29 490 €,https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-la-premiere-eat8-13300-salon-de-provence-300111
DS,Ds 7 crossback,Diesel/59 400 km/2020/Automatique,35 467 €,https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-bluehdi-180ch-grand-chic-automatique-51100-reims-256610
